BARCODE,BARCODE ADDED,BARCODE PRINTED,ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP,PIECE COUNT
,,,GO CHEESE SUPER CUP SMOKED PAPRIKA 200 GM,GENERAL,,04062000,PAC,20,GO,,93.35,93.47,12,11.202,,100,0,,,,,,115.00,12
,,,GO CHEESE SUPER FOUR PAPER,GENERAL,,04062000,PAC,20,GO,,93.35,93.47,12,11.202,,100,0,,,,,,115.00,12
,,,GO CUBE 200 GM,GENERAL,,04062000,PAC,20,GO,,62.9,63.02,12,7.548,,77.5,0,,,,,,155.00,12
,,,GO FILLER CHEESE 0.500 GM,GENERAL,,04062000,PAC,20,GO,,156.25,156.37,12,18.75,,400,0,,,,,,500.00,12
,,,GO FOUR CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,81.16,81.28,12,9.7392,,120,0,,,,,,150.00,12
,,,GO FOUR CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,121.75,121.87,12,14.61,,120,0,,,,,,150.00,12
,,,GO FOUR CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,115.41,115.53,12,13.8492,,120,0,,,,,,150.00,12
,,,GO MOZZARELLA BLEND 200 GM,GENERAL,,04062000,PAC,20,GO,,125.8,125.92,12,15.096,,77.5,0,,,,,,155.00,12
,,,GO MOZZARELLA CHEESE BLEND 200 GM,GENERAL,,04062000,PAC,20,GO,,93.93,94.05,12,11.2716,,77.5,0,,,,,,155.00,12
,,,GO MOZZARELLA CHEESE DICED 500 GM,GENERAL,,040620000,PAC,20,GO,,263.95,264.07,12,31.674,,170,0,,,,,,340.00,12
,,,GO MOZZARELLA PIZZA BLEND CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,83.87,83.99,12,10.0644,,77.5,0,,,,,,155.00,12
,,,GO MOZZARELLA PIZZA BLEND200 GM,GENERAL,,04062000,PAC,20,GO,,119.25,119.37,12,14.31,,80,0,,,,,,155.00,12
,,,GO PIZZA CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,75.1,75.22,12,9.012,,95,0,,,,,,185.00,12
,,,GO PIZZA CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,71.02,71.14,12,8.5224,,90,0,,,,,,175.00,12
,,,GO PIZZA CHEESE 200 GM,GENERAL,,04062000,PAC,20,GO,,75.08,75.2,12,9.0096,,92.5,0,,,,,,185.00,12
,,,GO PREMIUM GHEE 1 LTR,AMBIENT,,04059020,PAC,20,GO,,652.3,652.42,12,78.276,,750,0,,,,,,789.00,12
,,,GO PROCESS CHEESE 200 GM HIGH MELT,GENERAL,,04062000,PAC,20,GO,,75.08,75.2,12,9.0096,,95,0,,,,,,185.00,12
,,,GO PROCESS CHEESE CUBE 200 GM,GENERAL,,04062000,PAC,20,GO,,109.4,109.52,12,13.128,,80,0,,,,,,155.00,12
,,,GO PROCESSED CHEESE CUBE 200 GM,GENERAL,,04062000,PAC,20,GO,,125.81,125.93,12,15.0972,,77.5,0,,,,,,155.00,12
,,,GO SPREAD TUB PLAIN 200 GM,GENERAL,,04062000,PAC,20,GO,,62.22,62.34,12,7.4664,,100,0,,,,,,115.00,12
,,,GOLD SCHEZWAN SPRING ROLL,FROZEN FOOD(VEG),,20049000,PAC,20,GOELD,,129.5,129.62,12,15.54,,240,0,,,,,,475.00,12
,,,GOLD VEG SPRING ROLL,FROZEN FOOD(VEG),,20049000,PAC,20,GOELD,,100.8,100.92,12,12.096,,200,0,,,,,,400.00,12
,,,HABIT BLACK OLIVE SLICE 3 KG,AMBIENT,,20057000,PAC,20,HABIT,,648,648.12,12,77.76,,780,0,,,,,,1100.00,12
,,,HAL ALOO KULCHA,FROZEN FOOD(VEG),,20041000,PAC,20,HALDIRAM,,57.62,57.8,18,10.3716,,170,0,,,,,,170.00,12
,,,HAL ALOO PARATHA 1.2 KG,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,172.03,172.21,18,30.9654,,250,0,,,,,,275.00,12
,,,HAL ALOO PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,91.8,91.98,18,16.524,,130,0,,,,,,130.00,12
,,,HAL ALOO PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,67.11,67.29,18,12.0798,,120,0,,,,,,130.00,12
,,,HAL ALOO PARATHA SMPL,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,0.01,0.19,18,0.0018,,130,0,,,,,,130.00,12
,,,HAL ALOO TIKKI,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,67.45,67.63,18,12.141,,199,0,,,,,,199.00,12
,,,HAL ALOO TIKKI 420 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HALDIRAM,,101.01,101.19,18,18.1818,,180,0,,,,,,199.00,12
,,,HAL CHEESE ONION PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,142.37,142.49,12,17.0844,,190,0,,,,,,210.00,12
,,,HAL CHILLI CHEESE BALL 360 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,81.35,81.53,18,14.643,,2402,0,,,,,,240.00,12
,,,HAL CHILLI PANEER WRAP,FROZEN FOOD(VEG),,21069090,PAC,20,HALDIRAM,,37.28,37.46,18,6.7104,,110,0,,,,,,110.00,12
,,,HAL DAHI KEBAB 360 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,67.45,67.63,18,12.141,,199,0,,,,,,199.00,12
,,,HAL DAL MAKHNI 283 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,108.33,108.51,18,19.4994,,130,0,,,,,,130.00,12
,,,HAL DUM BIRYANI 200 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,72.95,73.13,18,13.131,,119,0,,,,,,119.00,12
,,,HAL GOBI PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,54.16,54.34,18,9.7488,,170,0,,,,,,170.00,12
,,,HAL GOBI PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,120.05,120.23,18,21.609,,150,0,,,,,,170.00,12
,,,HAL HOME STYLE PARATHA,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,44.06,44.24,18,7.9308,,130,0,,,,,,130.00,12
,,,HAL HOME STYLE PARATHA 360 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,91.8,91.98,18,16.524,,120,0,,,,,,130.00,12
,,,HAL MALABARI PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,91.8,91.98,18,16.524,,130,0,,,,,,130.00,12
,,,HAL MALABARI PARATHA SMPL,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,0.01,0.13,12,0.0012,,0.01,0,,,,,,0.01,12
,,,HAL MIX VEG PARATHA,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,50.97,51.15,18,9.1746,,130,0,,,,,,130.00,12
,,,HAL MIX VEG PARATHA,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,50.97,51.15,18,9.1746,,145,0,,,,,,160.00,12
,,,HAL MIX VEG PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,112.99,113.17,18,20.3382,,145,0,,,,,,160.00,12
,,,HAL MIX VEG WRAP 156 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,35.71,35.83,12,4.2852,,100,0,,,,,,100.00,12
,,,HAL MUTTER PANEER 300 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,104.81,104.93,12,12.5772,,135,0,,,,,,135.00,12
,,,HAL ONION PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,50.84,51.02,18,9.1512,,150,0,,,,,,150.00,12
,,,HAL PALAK PANEER 300 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,104.81,104.93,12,12.5772,,135,0,,,,,,135.00,12
,,,HAL PANEER PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,148.3,148.48,18,26.694,,190,0,,,,,,210.00,12
,,,HAL PUNJABI SAMOSA,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,63.4,63.58,18,11.412,,180,0,,,,,,199.00,12
,,,HAL RAJMA RASEELA 300 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,70.8,70.98,18,12.744,,119,0,,,,,,119.00,12
,,,HAL RASMALAI 500 GM,GENERAL,,21069099,PAC,20,HALDIRAM,,163.8,163.85,5,8.19,,195,0,,,,,,215.00,12
,,,HAL TANDOORI NAAN GARLIC 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,120.05,120.23,18,21.609,,150,0,,,,,,170.00,12
,,,HAL TANDOORI PANEER PARATHA 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,67.79,67.97,18,12.2022,,200,0,,,,,,200.00,12
,,,HAL TANDOORI PLAIN NAAN,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,50.97,51.15,18,9.1746,,145,0,,,,,,160.00,12
,,,HAL TANDOORI PLAIN NAAN 400 GM,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,112.99,113.17,18,20.3382,,145,0,,,,,,160.00,12
,,,HAL VEG CHEESE POPPERS,FROZEN FOOD(VEG),,21069099,PAC,20,HALDIRAM,,72.88,73.06,18,13.1184,,215,0,,,,,,215.00,12
,,,HEAL BLACK KISMISH 200 GM,AMBIENT,,08062010,PAC,20,HEALTHFULL,,214.29,214.34,5,10.7145,,170,0,,,,,,225.00,12
,,,HEAL BLUEBERRY 150 GM,AMBIENT,,20060000,PAC,20,HEALTHFULL,,491.07,491.19,12,58.9284,,410,0,,,,,,550.00,12
,,,HEAL CHIA SEED 200 GM,AMBIENT,,12079990,PAC,20,HEALTHFULL,,284.76,284.81,5,14.238,,199,0,,,,,,299.00,12
,,,HEAL CRANBERRY 200 GM,AMBIENT,,20089300,PAC,20,HEALTHFULL,,312.5,312.62,12,37.5,,260,0,,,,,,350.00,12
,,,HEAL DATES 200 GM,AMBIENT,,08041020,PAC,20,HEALTHFULL,,133.93,134.05,12,16.0716,,115,0,,,,,,150.00,12
,,,HEAL FIG 200 GM,AMBIENT,,08042090,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL HAPPY BREAKFAST 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL KALMI DATES 200 GM,AMBIENT,,08041020,PAC,20,HEALTHFULL,,266.96,267.08,12,32.0352,,199,0,,,,,,299.00,12
,,,HEAL MIX BERRYS 200 GM,AMBIENT,,20089300,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL MIX NUTS 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL ROASTED ALMOND 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL ROASTED SALTED CASHEW 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,401.79,401.91,12,48.2148,,340,0,,,,,,450.00,12
,,,HEAL SALTED PARTY MIX 200 GM,AMBIENT,,08025100,PAC,20,HEALTHFULL,,357.14,357.26,12,42.8568,,300,0,,,,,,400.00,12
,,,HEAL TROPICAL MIX 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HEAL WOMEN'S HEALTH MIX 200 GM,AMBIENT,,20081910,PAC,20,HEALTHFULL,,356.25,356.37,12,42.75,,299,0,,,,,,399.00,12
,,,HOI MOMO SAUCE,AMBIENT,,21039090,PAC,20,HOI,,117.26,117.38,12,14.0712,,180,0,,,,,,240.00,12
,,,HOI MOMO SAUCE- CLASSIC GREEN,AMBIENT,,21039020,PAC,20,HOI,,117.26,117.38,12,14.0712,,180,0,,,,,,240.00,12
,,,HOT CHILLI FLAKES SACHET 8 GM,AMBIENT,,09109100,PAC,20,CHEF ART,,142.53,142.58,5,7.1265,,180,0,,,,,,250.00,12
,,,HOT CHILLI FLAKES SACHET 8 GM,AMBIENT,,09109100,PAC,20,CHEF ART,,142.85,142.9,5,7.1425,,180,0,,,,,,250.00,12
,,,HOT CHILLI FLAKES SACHET 8 GM,AMBIENT,,09109100,PAC,20,CHEF ART,,145.15,145.2,5,7.2575,,180,0,,,,,,250.00,12
,,,HUN ALOO POPCORN 400 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,97.1,97.22,12,11.652,,130,0,,,,,,135.00,12
,,,HUN ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,185.4,185.52,12,22.248,,320,0,,,,,,400.00,12
,,,HUN ALOO TIKKI SLIDER 350 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,80.36,80.48,12,9.6432,,145,0,,,,,,160.00,12
,,,HUN BLJ ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,157.14,157.26,12,18.8568,,320,0,,,,,,400.00,12
,,,HUN BLJ ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,166.96,167.08,12,20.0352,,320,0,,,,,,400.00,12
,,,HUN CHEESE CORN CHALK 250 G SAMPLE,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,0,0,0,0,,225,0,,,,,,250.00,12
,,,HUN CHEESE CORN CHALKS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,458.04,458.16,12,54.9648,,600,0,,,,,,700.00,12
,,,HUN CHEESE CORN CHALKS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,408,408.12,12,48.96,,600,0,,,,,,1000.00,12
,,,HUN CHEESE CORN CHALKS 250 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,167.41,167.53,12,20.0892,,225,0,,,,,,250.00,12
,,,HUN CHEESE CORN NUGGETS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,358,358.12,12,42.96,,500,0,,,,,,650.00,12
,,,HUN CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,195.93,196.05,12,23.5116,,320,0,,,,,,450.00,12
,,,HUN CLASSIC HERBED SLIDER 350 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,80.36,80.48,12,9.6432,,110,0,,,,,,120.00,12
,,,HUN CORN CHEESE BURSTZ 250 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,167.41,167.53,12,20.0892,,225,0,,,,,,250.00,12
,,,HUN CRINKLE CUT 11 MM FRENCH FRIES 2.0 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,223.21,223.33,12,26.7852,,350,0,,,,,,420.00,12
,,,HUN CRINKLE CUT 11 MM FRENCH FRIES 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,223.21,223.33,12,26.7852,,350,0,,,,,,420.00,12
,,,HUN CRINKLE CUT FF 2 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,200,200.12,12,24,,350,0,,,,,,420.00,12
,,,HUN CRINKLE CUT FF 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,250,250.12,12,30,,400,0,,,,,,450.00,12
,,,HUN CRINKLE CUT FRENCH FRIES 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,275,275.12,12,33,,350,0,,,,,,420.00,12
,,,HUN CRINKLE CUT FRENCH FRIES 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,334.82,334.94,12,40.1784,,400,0,,,,,,420.00,12
,,,HUN CRISPY VEGGIE FINGER 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,130.36,130.48,12,15.6432,,270,0,,,,,,400.00,12
,,,HUN CRISPY VEGGIE FINGERS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,141.07,141.19,12,16.9284,,270,0,,,,,,400.00,12
,,,HUN CRISPY VEGGIE FINGERS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,135.3,135.42,12,16.236,,270,0,,,,,,400.00,12
,,,HUN FF 9MM GOLD 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,302.5,302.62,12,36.3,,370,0,,,,,,450.00,12
,,,HUN FIERY FRIES 9 MM 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,218.76,218.88,12,26.2512,,300,0,,,,,,450.00,12
,,,HUN FRENCH FRIES (6 MM) 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,232.14,232.26,12,27.8568,,300,0,,,,,,420.00,12
,,,HUN FRENCH FRIES (9MM) 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,232.14,232.26,12,27.8568,,299.99,0,,,,,,599.99,12
,,,HUN FRENCH FRIES 1 KG 9 MM,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,125,125.12,12,15,,170,0,,,,,,250.00,12
,,,HUN FRENCH FRIES 6 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,236.61,236.73,12,28.3932,,300,0,,,,,,500.00,12
,,,HUN FRENCH FRIES 9 MM 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,115.5,115.62,12,13.86,,170,0,,,,,,400.00,12
,,,HUN FRENCH FRIES 9MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,236.61,236.73,12,28.3932,,300,0,,,,,,500.00,12
,,,HUN FRENCH FRIES CLASSIC 400 G,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,66.96,67.08,12,8.0352,,90,0,,,,,,100.00,12
,,,HUN FRENCH FRIES PERI PERI 400 G,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,80.36,80.48,12,9.6432,,110,0,,,,,,120.00,12
,,,HUN GIGGLES 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,172.32,172.44,12,20.6784,,250,0,,,,,,350.00,12
,,,HUN GIGGLES 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,158,158.12,12,18.96,,250,0,,,,,,400.00,12
,,,HUN HERB POTATO PATTY 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,166.96,167.08,12,20.0352,,320,0,,,,,,400.00,12
,,,HUN HERBED POTATO PATTY 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,169.95,170.07,12,20.394,,320,0,,,,,,400.00,12
,,,HUN HERBED POTATO WEDGES,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,358.93,359.05,12,43.0716,,500,0,,,,,,600.00,12
,,,HUN HERBED POTATO WEDGES,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,366.07,366.19,12,43.9284,,500,0,,,,,,600.00,12
,,,HUN HERBED POTATO WEDGES 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,364.6,364.72,12,43.752,,500,0,,,,,,650.00,12
,,,HUN IBJ CHILLY GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,192.86,192.98,12,23.1432,,320,0,,,,,,400.00,12
,,,HUN IBJ CHILLY GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,209.82,209.94,12,25.1784,,320,0,,,,,,450.00,12
,,,HUN IBJ GIGGIES(SMILES) 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,174.11,174.23,12,20.8932,,250,0,,,,,,400.00,12
,,,HUN IBJ ROASTIES (HASH BROWN) 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,175,175.12,12,21,,320,0,,,,,,400.00,12
,,,HUN JUMBO VEGGIE DECKER 1.2 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,162.72,162.84,12,19.5264,,260,0,,,,,,350.00,12
,,,HUN KIDS VEGIE SLIDER 350 G,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,110.49,110.61,12,13.2588,,150,0,,,,,,165.00,12
,,,HUN POTATO CHEESE SHOTS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,308.04,308.16,12,36.9648,,420,0,,,,,,550.00,12
,,,HUN POTATO CHEESE SHOTS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,315.18,315.3,12,37.8216,,420,0,,,,,,550.00,12
,,,HUN POTATO CHEESE SHOTS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,325.89,326.01,12,39.1068,,420,0,,,,,,550.00,12
,,,HUN POTATO CHEESE SHOTS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,288,288.12,12,34.56,,420,0,,,,,,550.00,12
,,,HUN POTATO CHEESE SHOTS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,315.18,315.3,12,37.8216,,420,0,,,,,,550.00,12
,,,HUN POTATO MOJJOS 400 G,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,97.1,97.22,12,11.652,,130,0,,,,,,145.00,12
,,,HUN POTATO POPCORN 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,193.75,193.87,12,23.25,,300,0,,,,,,450.00,12
,,,HUN POTATO POPCORN 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,168,168.12,12,20.16,,300,0,,,,,,450.00,12
,,,HUN POTATO SCOOPS 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,161.22,161.34,12,19.3464,,250,0,,,,,,350.00,12
,,,HUN PREMIUM EVERLAST FRIES 9 MM,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,330,330.12,12,39.6,,400,0,,,,,,550.00,12
,,,HUN PREMIUM FF 6 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,261.25,261.37,12,31.35,,300,0,,,,,,500.00,12
,,,HUN PREMIUM FF 9 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,261.25,261.37,12,31.35,,300,0,,,,,,500.00,12
,,,HUN PREMIUM SKIN ON FRIES 11 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUNGRITOS,,317.23,317.35,12,38.0676,,370,0,,,,,,450.00,12
,,,HUN PREMIUM VEGGIE DECKER 1.2 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,162.72,162.84,12,19.5264,,162.72,0,,,,,,162.72,12
,,,HUN PREMIUM VEGGIE DECKER BURGER PATTY,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,141.07,141.19,12,16.9284,,260,0,,,,,,400.00,12
,,,HUN PREMIUM VEGGIE DECKER BURGER PATTY 1.200 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,147.32,147.44,12,17.6784,,260,0,,,,,,400.00,12
,,,HUN PREMIUM VEGGIE DECKER(BURGER PATTY),FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,159.82,159.94,12,19.1784,,260,0,,,,,,400.00,12
,,,HUN RETAIL PACK SAMPLE,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,0.28,0.4,12,0.0336,,1,0,,,,,,1.00,12
,,,HUN ROASTIES HASH BROWN 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,HUNGRITOS,,178.2,178.32,12,21.384,,320,0,,,,,,400.00,12
,,,HUP HUP FRENCH FRIES 9 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HUP HUP,,214.29,214.41,12,25.7148,,300,0,,,,,,600.00,12
,,,HYF ALOO TIKKI 400 GM,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,48.21,48.33,12,5.7852,,120,0,,,,,,120.00,12
,,,HYF BURGER PATTY 360 GM,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,53.57,53.69,12,6.4284,,70,0,,,,,,140.00,12
,,,HYF CHILLI GARLIC POPPER 400 G,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,56.25,56.37,12,6.75,,140,0,,,,,,140.00,12
,,,HYF CRINKLE FRIES 400 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,57.14,57.26,12,6.8568,,135,0,,,,,,150.00,12
,,,HYF CRINKLE FRIES 400 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,56.91,57.03,12,6.8292,,135,0,,,,,,150.00,12
,,,HYF FRENCH FRIES 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,102.67,102.79,12,12.3204,,160,0,,,,,,260.00,12
,,,HYF FRENCH FRIES 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,98.21,98.33,12,11.7852,,160,0,,,,,,260.00,12
,,,HYF FRENCH FRIES 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,115.17,115.29,12,13.8204,,115.17,0,,,,,,115.17,12
,,,HYF FRENCH FRIES 9 MM,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,223.22,223.34,12,26.7864,,300,0,,,,,,500.00,12
,,,HYF GARDEN FRESH PIZZA 190 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,118.64,118.82,18,21.3552,,175,0,,,,,,175.00,12
,,,HYF GARDEN FRESH PIZZA 190 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,0.01,0.19,18,0.0018,,175,0,,,,,,175.00,12
,,,HYF GARDEN FRESH PIZZA 190 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,134.92,135.04,12,16.1904,,198.99,0,,,,,,198.99,12
,,,HYF GARDEN FRESH PIZZA S,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,0.01,0.19,18,0.0018,,199,0,,,,,,199.00,12
,,,HYF MARGHERITA PIZZA 250 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,134.92,135.1,18,24.2856,,199,0,,,,,,199.00,12
,,,HYF MARGHERITA PIZZA 250 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,0.01,0.19,18,0.0018,,199,0,,,,,,199.00,12
,,,HYF POTATOBETS 400 GM,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,92.86,92.98,12,11.1432,,130,0,,,,,,130.00,12
