BARCODE,BARCODE ADDED,BARCODE PRINTED,ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,PRICE AFTER TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP,PIECE COUNT
,,,HYF POTATOBETS 400 GM,FROZEN FOOD(VEG),,20049000,PAC,20,HYFUN,,0.01,0.13,12,0.0012,,130,0,,,,,,130.00,12
,,,HYF TANDOORI PANEER PIZZA 260 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,0.01,0.19,18,0.0018,,199,0,,,,,,199.00,12
,,,HYF TANDOORI PANEER PIZZA 260 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,134.92,135.1,18,24.2856,,199,0,,,,,,199.00,12
,,,HYF VEG PARADISE PIZZA 240 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,0.01,0.19,18,0.0018,,199,0,,,,,,199.00,12
,,,HYF VEG PARADISE PIZZA 240 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,134.92,135.1,18,24.2856,,199,0,,,,,,199.00,12
,,,HYF VEG STIX 425 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,85.71,85.83,12,10.2852,,120,0,,,,,,120.00,12
,,,HYF VEG STIX 425 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,0.01,0.13,12,0.0012,,120,0,,,,,,120.00,12
,,,HYF VEG STIX 425 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,117.86,117.98,12,14.1432,,165,0,,,,,,165.00,12
,,,HYF VEG STIX 425 GM,FROZEN FOOD(VEG),,20041000,PAC,20,HYFUN,,0.01,0.13,12,0.0012,,165,0,,,,,,165.00,12
,,,HYF VEG STIX 425 GM,FROZEN FOOD(VEG),,19059090,PAC,20,HYFUN,,62.5,62.62,12,7.5,,165,0,,,,,,165.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,226.8,226.92,12,27.216,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,220.5,220.62,12,26.46,,220.5,0,,,,,,220.50,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,223,223.12,12,26.76,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,210,210.12,12,25.2,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,222,222.12,12,26.64,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,199.5,199.62,12,23.94,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,250,250.12,12,30,,320,0,,,,,,450.00,12
,,,ITC ALOO TIKKI 480 GM,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,100.44,100.56,12,12.0528,,120,0,,,,,,135.00,12
,,,ITC BARBEQUE CHICKEN WINGS 0.360 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,293.89,294.01,12,35.2668,,370,0,,,,,,395.00,12
,,,ITC BARBEQUE WINGS 360 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,240.99,241.11,12,28.9188,,355,0,,,,,,395.00,12
,,,ITC BATATA VADA 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,125,125.12,12,15,,250,0,,,,,,350.00,12
,,,ITC BATATA VADA 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,130,130.12,12,15.6,,250,0,,,,,,350.00,12
,,,ITC BATATA VADA 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,138,138.12,12,16.56,,250,0,,,,,,350.00,12
,,,ITC BATATA VADA 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,140,140.12,12,16.8,,250,0,,,,,,350.00,12
,,,ITC BATATA VADA 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,139,139.12,12,16.68,,250,0,,,,,,350.00,12
,,,ITC BREADED CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,380.25,380.37,12,45.63,,480,0,,,,,,700.00,12
,,,ITC BREADED CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,373,373.12,12,44.76,,480,0,,,,,,700.00,12
,,,ITC BREADED CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,390,390.12,12,46.8,,480,0,,,,,,700.00,12
,,,ITC BREAST STRIP 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,228.79,228.91,12,27.4548,,340,0,,,,,,375.00,12
,,,ITC CHEESE & JALAPENO POPPER 0.500 GM,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,234.38,234.5,12,28.1256,,234.38,0,,,,,,234.38,12
,,,ITC CHEESE & JALAPENO POPPER 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,255,255.12,12,30.6,,350,0,,,,,,525.00,12
,,,ITC CHEESE & JALAPENO POPPER 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,245,245.12,12,29.4,,350,0,,,,,,525.00,12
,,,ITC CHEESE CORN TRIANGLE 320 G,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,145.08,145.2,12,17.4096,,180,0,,,,,,195.00,12
,,,ITC CHEESE CORN TRIANGLES 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,250,250.12,12,30,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLE 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,268,268.12,12,32.16,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLE 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,277,277.12,12,33.24,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLE 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,250,250.12,12,30,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLE 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,265,265.12,12,31.8,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLES,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,118.97,119.09,12,14.2764,,175,0,,,,,,195.00,12
,,,ITC CHEESY CORN TRIANGLES 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,266,266.12,12,31.92,,350,0,,,,,,525.00,12
,,,ITC CHEESY CORN TRIANGLES 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,240,240.12,12,28.8,,349.99,0,,,,,,525.00,12
,,,ITC CHEESY PIZZA FINGERS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,245,245.12,12,29.4,,350,0,,,,,,525.00,12
,,,ITC CHEESY PIZZA FINGERS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,255,255.12,12,30.6,,350,0,,,,,,525.00,12
,,,ITC CHEESY PIZZA FINGERS 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,267.75,267.87,12,32.13,,350,0,,,,,,525.00,12
,,,ITC CHEEZY CORN TRIANGLE 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,262.5,262.62,12,31.5,,350,0,,,,,,525.00,12
,,,ITC CHICKEN BREAST STRIP 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,352,352.12,12,42.24,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,369,369.12,12,44.28,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,349.65,349.77,12,41.958,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,325,325.12,12,39,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,349,349.12,12,41.88,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 1KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,347,347.12,12,41.64,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIP 500 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,279.01,279.13,12,33.4812,,350,0,,,,,,375.00,12
,,,ITC CHICKEN BREAST STRIPS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,333,333.12,12,39.96,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BREAST STRIPS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,348.21,348.33,12,41.7852,,430,0,,,,,,805.00,12
,,,ITC CHICKEN BURGER 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,409.5,409.62,12,49.14,,540,0,,,,,,975.00,12
,,,ITC CHICKEN BURGER PATTY 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,423,423.12,12,50.76,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY 540 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,238.95,239.07,12,28.674,,300,0,,,,,,320.00,12
,,,ITC CHICKEN BURGER PATTY 540 GM,FROZEN FOOD(NON VEG),,,PAC,20,ITC,,238.09,238.21,12,28.5708,,190,0,,,,,,320.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,408.03,408.15,12,48.9636,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,421,421.12,12,50.52,,421,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,382.5,382.62,12,45.9,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,412,412.12,12,49.44,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,390,390.12,12,46.8,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY REG 1.5 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,431,431.12,12,51.72,,540,0,,,,,,1075.00,12
,,,ITC CHICKEN BURGER PATTY SP 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,345,345.12,12,41.4,,350,0,,,,,,580.00,12
,,,ITC CHICKEN BURGER PATTY SP 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,330,330.12,12,39.6,,450,0,,,,,,580.00,12
,,,ITC CHICKEN BURGER PATTY SP 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,312,312.12,12,37.44,,350,0,,,,,,580.00,12
,,,ITC CHICKEN BURGER PATTY SP 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,339,339.12,12,40.68,,350,0,,,,,,500.00,12
,,,ITC CHICKEN BURGER PATTY SP 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,306,306.12,12,36.72,,450,0,,,,,,700.00,12
,,,ITC CHICKEN CHILLI GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,277,277.12,12,33.24,,420,0,,,,,,715.00,12
,,,ITC CHICKEN CHILLI GARLIC FINGERS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,270,270.12,12,32.4,,420,0,,,,,,715.00,12
,,,ITC CHICKEN CUTLET  PATTY 1KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,250,250.12,12,30,,370,0,,,,,,650.00,12
,,,ITC CHICKEN CUTLET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,277,277.12,12,33.24,,350,0,,,,,,650.00,12
,,,ITC CHICKEN CUTLET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,265,265.12,12,31.8,,350,0,,,,,,650.00,12
,,,ITC CHICKEN CUTLET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,272,272.12,12,32.64,,370,0,,,,,,650.00,12
,,,ITC CHICKEN CUTLET PATTY 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,245,245.12,12,29.4,,370,0,,,,,,650.00,12
,,,ITC CHICKEN DESI STYLE PATTY 330 G,FROZEN FOOD(NON VEG),,20049000,PAC,20,ITC,,141.36,141.48,12,16.9632,,170,0,,,,,,190.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,328,328.12,12,39.36,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,326,326.12,12,39.12,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,318.15,318.27,12,38.178,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,320,320.12,12,38.4,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,336,336.12,12,40.32,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,316.07,316.19,12,37.9284,,430,0,,,,,,650.00,12
,,,ITC CHICKEN FRIES 280 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,115.92,116.04,12,13.9104,,170,0,,,,,,190.00,12
,,,ITC CHICKEN GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,293,293.12,12,35.16,,400,0,,,,,,715.00,12
,,,ITC CHICKEN GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,307,307.12,12,36.84,,400,0,,,,,,715.00,12
,,,ITC CHICKEN GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,290.85,290.97,12,34.902,,400,0,,,,,,715.00,12
,,,ITC CHICKEN GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,297,297.12,12,35.64,,400,0,,,,,,715.00,12
,,,ITC CHICKEN GARLIC FINGER 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,299,299.12,12,35.88,,400,0,,,,,,715.00,12
,,,ITC CHICKEN GARLIC FINGER 500 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,219.5,219.62,12,26.34,,260,0,,,,,,295.00,12
,,,ITC CHICKEN GRILL PATTY 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,332.4,332.52,12,39.888,,480,0,,,,,,550.00,12
,,,ITC CHICKEN GRILL PATTY 1.2 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,324,324.12,12,38.88,,480,0,,,,,,550.00,12
,,,ITC CHICKEN KIEV 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,270,270.12,12,32.4,,400,0,,,,,,650.00,12
,,,ITC CHICKEN KIEV 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,283,283.12,12,33.96,,400,0,,,,,,650.00,12
,,,ITC CHICKEN KIEV 500 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,135,135.12,12,16.2,,220,0,,,,,,300.00,12
,,,ITC CHICKEN KIEV 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,148,148.12,12,17.76,,220,0,,,,,,300.00,12
,,,ITC CHICKEN KIEV 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,145.43,145.55,12,17.4516,,220,0,,,,,,300.00,12
,,,ITC CHICKEN KIEV 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,147,147.12,12,17.64,,220,0,,,,,,300.00,12
,,,ITC CHICKEN NUGGET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,270,270.12,12,32.4,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,275,275.12,12,33,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS,FROZEN FOOD(NON VEG),,20049000,PAC,20,ITC,,241.81,241.93,12,29.0172,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,277,277.12,12,33.24,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,267.75,267.87,12,32.13,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,283,283.12,12,33.96,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,283,283.12,12,33.96,,330,0,,,,,,715.00,12
,,,ITC CHICKEN NUGGETS 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,266.07,266.19,12,31.9284,,330,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,271.43,271.55,12,32.5716,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,260,260.12,12,31.2,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,160100000,PAC,20,ITC,,288,288.12,12,34.56,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,273,273.12,12,32.76,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,273,273.12,12,32.76,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,275,275.12,12,33,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,283,283.12,12,33.96,,350,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,281,281.12,12,33.72,,360,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,255,255.12,12,30.6,,360,0,,,,,,715.00,12
,,,ITC CHICKEN POPCORN 500 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,235.71,235.83,12,28.2852,,360,0,,,,,,330.00,12
,,,ITC CHICKEN POPCORN 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,201.33,201.45,12,24.1596,,250,0,,,,,,320.00,12
,,,ITC CHICKEN POPCORN 500 GM,FROZEN FOOD(NON VEG),,,PAC,20,ITC,,245.53,245.65,12,29.4636,,300,0,,,,,,330.00,12
,,,ITC CHICKEN SEEKH KABAB 1KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,302,302.12,12,36.24,,450,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,334,334.12,12,40.08,,440,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,319,319.12,12,38.28,,450,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,317.1,317.22,12,38.052,,450,0,,,,,,700.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,295,295.12,12,35.4,,450,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,325,325.12,12,39,,450,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,327,327.12,12,39.24,,450,0,,,,,,770.00,12
,,,ITC CHICKEN SEEKH KEBAB 500 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,271.57,271.69,12,32.5884,,340,0,,,,,,365.00,12
,,,ITC CHICKEN SHAMI KEBAB 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,305,305.12,12,36.6,,430,0,,,,,,700.00,12
,,,ITC CHICKEN SPICY GRILL PATTY 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,309.82,309.94,12,37.1784,,430,0,,,,,,700.00,12
,,,ITC CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,370.29,370.41,12,44.4348,,480,0,,,,,,700.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,223,223.12,12,26.76,,320,0,,,,,,525.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,233,233.12,12,27.96,,320,0,,,,,,525.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,210,210.12,12,25.2,,320,0,,,,,,525.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,220,220.12,12,26.4,,320,0,,,,,,525.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 1.5 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,199.5,199.62,12,23.94,,320,0,,,,,,525.00,12
,,,ITC CHILLI GARLIC POTATO SHOTS 420 GM,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,100.44,100.56,12,12.0528,,120,0,,,,,,135.00,12
,,,ITC CHK NUGGETS+CHK POPCORN COMBO,FROZEN FOOD(NON VEG),,,PAC,20,ITC,,241.81,241.93,12,29.0172,,290,0,,,,,,325.00,12
,,,ITC CLASSIC PANEER PATTY 1.024 KG,FROZEN FOOD(VEG),,21069099,PAC,20,ITC,,337.92,338.1,18,60.8256,,560,0,,,,,,825.00,12
,,,ITC COATED SPICY CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,352.65,352.77,12,42.318,,480,0,,,,,,700.00,12
,,,ITC COATED SPICY CHICKEN WINGS 1.043 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,344.3,344.42,12,41.316,,480,0,,,,,,700.00,12
,,,ITC CRISPY CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,296,296.12,12,35.52,,430,0,,,,,,650.00,12
,,,ITC CRISPY CHICKEN FRIES 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,303,303.12,12,36.36,,430,0,,,,,,650.00,12
,,,ITC CRISPY CHICKEN FRIES 280 G,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,141.36,141.48,12,16.9632,,170,0,,,,,,190.00,12
,,,ITC CRISPY FRENCH FRIES 420 GM,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,73.21,73.33,12,8.7852,,110,0,,,,,,120.00,12
,,,ITC CRISPY FRENCH FRIES 6 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,287.5,287.62,12,34.5,,350,0,,,,,,650.00,12
,,,ITC CRISPY FRENCH FRIES 6 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,275,275.12,12,33,,350,0,,,,,,600.00,12
,,,ITC CRISPY FRENCH FRIES 9 MM,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,301.88,302,12,36.2256,,350,0,,,,,,600.00,12
,,,ITC CRISPY FRENCH FRIES 9 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,287.5,287.62,12,34.5,,350,0,,,,,,600.00,12
,,,ITC CRISPY FRENCH FRIES 9 MM 2.5 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,275,275.12,12,33,,350,0,,,,,,600.00,12
,,,ITC CRISPY ONION RING 250 GM,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,111.6,111.72,12,13.392,,135,0,,,,,,150.00,12
,,,ITC CRISPY ONION RING 250 GM,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,91.52,91.64,12,10.9824,,135,0,,,,,,150.00,12
,,,ITC CRISPY SPICY CHICKEN 500 GM,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,319.95,320.07,12,38.394,,410,0,,,,,,430.00,12
,,,ITC CRUNCHY CHICKEN NUGGET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,255,255.12,12,30.6,,339.99,0,,,,,,714.99,12
,,,ITC CRUNCHY CHICKEN NUGGET 1 KG,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,250,250.12,12,30,,340,0,,,,,,715.00,12
,,,ITC DESI STYLE CHICKEN PATTY,FROZEN FOOD(NON VEG),,16010000,PAC,20,ITC,,115.92,116.04,12,13.9104,,170,0,,,,,,190.00,12
,,,ITC FALAFEL KEBAB 1 KG,FROZEN FOOD(NON VEG),,20049000,PAC,20,ITC,,221,221.12,12,26.52,,330,0,,,,,,450.00,12
,,,ITC FALAFEL KEBAB 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,231,231.12,12,27.72,,350,0,,,,,,450.00,12
,,,ITC FALAFEL KEBAB 1 KG,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,219,219.12,12,26.28,,350,0,,,,,,450.00,12
,,,ITC FALAFEL KEBAB 230 G,FROZEN FOOD(NON VEG),,20049000,PAC,20,ITC,,111.6,111.72,12,13.392,,140,0,,,,,,150.00,12
,,,ITC FRENCH FRIES 1 KG,FROZEN FOOD(VEG),,20041000,PAC,20,ITC,,200.89,201.01,12,24.1068,,250,0,,,,,,270.00,12
,,,ITC FRENCH FRIES 420 G,FROZEN FOOD(VEG),,20049000,PAC,20,ITC,,89.28,89.4,12,10.7136,,110,0,,,,,,120.00,12
